name,price,style,switches,backlit,tenkeyless,connection_type,color
Microsoft Digital Media Pro,250,Ergonomic,,,false,Wired,Black / Silver
ROCCAT Skeltr,158.19,Gaming,,RGB,false,Wired,Black
Adesso AKB-425UB,49.99,Standard,,,false,Wired,Black
Rosewill NEON K75 V2,,Gaming,Kailh Blue,RGB,false,Wired,Black
Keychron K3 Max,114.99,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Gray
Asus ROG Strix Flare II,169.99,Gaming,ROG NX Brown,RGB,false,Wired,Black
VisionTek OCPC KR1,90.89,Gaming,Gateron Red,RGB,false,Wired,Black / Gray
HP 650,54.99,Standard,,,false,"Wired, Wireless",Brown
IOGEAR GKM552RB,25.25,Standard,,,false,"Wired, Wireless",Black
Targus AKB864US,36.89,Slim,,,false,Bluetooth Wireless,Black
IQUNIX ZX75 Dark Side RS,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
SolidTek KB-260ABU-SP,17.98,Standard,,,false,Wired,Black
Lenovo 73P2620,,Standard,,,false,Wired,Black
Microsoft 3XJ-00001,199.99,Ergonomic,,,false,Wired,Black
Logitech K360,84.95,Slim,,,false,Wireless,Silver
Enermax KB008W-B-US,79,Ergonomic,,,false,Wireless,Black
Adesso AKB-110W,47.95,Mini,,,true,Wired,White
Adesso ACK-5010PB,80.49,Mini,,,true,Wired,Black
Targus Corporate Keyboard,,Standard,,,false,Wired,Black
Lenovo Preferred Pro USB Keyboard,,Standard,,,false,Wired,Black
Cherry G80-8113LUVEU-2,299,Standard,,,false,Wired,Black
Prestige Bakker Elkhuizen Compact Usb Keyboard,,Slim,,,false,Wired,Silver
Das Keyboard 4 Professional,179,Standard,Cherry MX Blue,,false,Wired,Black / Red
Corsair Vengeance K70,,Gaming,Cherry MX Red,Red,false,Wired,Black / Silver
Cherry G83-6104,,Standard,,,false,Wired,Gray
Thermaltake Knucker Team DK Edition,34.98,Gaming,,,false,Wired,Red / White
Kensington KP400,69.98,Slim,,,false,Wired,Black
Adesso SlimTouch 510,26.83,Standard,,,false,Wired,Black
G.Skill RIPJAWS KM780R,249.99,Gaming,Cherry MX Red,Red,false,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Silent,RGB,false,Wired,Black
Adesso AKB-450UBw,54.99,Ergonomic,,,false,Wired,Black
Kensington K75231US,29.99,Standard,,,false,Wireless,Black
HP Business Slim,36.99,Slim,,,false,Wired,Black
Verbatim 98111,19.17,Standard,,,false,Wired,Black
Rosewill NEON K75 V2 BR,,Gaming,Kailh Brown,RGB,false,Wired,Black
matias FK318PCLBB,95,Standard,,Multicolor,false,Wired,Black
EVGA Z20,,Gaming,LK Light Strike Clicky,RGB,false,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,false,Wired,Black
Logitech G715,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Kinesis Gaming Freestyle Pro,165.66,Ergonomic Split,Cherry MX Brown,,true,Wired,Black
Cooler Master CK720 ND,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Keychron C1 Pro V1,69.98,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Gray / Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,,Gaming,,RGB,false,Wired,Black
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Cooler Master SK622,54.29,Gaming,TTC Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",White / Silver
Deepcool KG722,,Gaming,Gateron Red,RGB,true,Wired,Black
Adesso AKB-630SB-TAA,45.99,Standard,,,false,Wired,Black
Thermaltake Level 20 RGB,139.99,Gaming,Cherry MX Blue,RGB,false,Wired,Black
IOGEAR GKB740,34.99,Gaming,,RGB,false,Wired,Black
SteelSeries Apex 9 TKL,,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
YEYIAN Akil 3500,42.99,Standard,Outemu Red,RGB,true,"Wired, Wired",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Banana,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Logitech Signature K650,,Standard,,,false,"Wireless, Bluetooth Wireless",Black
Logitech Signature K650,,Standard,,,false,"Wireless, Bluetooth Wireless",White
Gigabyte GK-K8100-YEL,,Gaming,,,false,Wired,Yellow
HP KF886AT,,Slim,,,false,Wired,Silver / Black
HP RC465AA#ABA,47.99,Standard,,,false,Wired,Silver / Black
Razer Blackwidow Ultimate Dragon Age II Edition,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Razer Lycosa,,Gaming,,Blue,false,Wired,Black
Razer BlackWidow Ultimate,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
VisionTek Candyboard,,Mini,,,true,Bluetooth Wireless,Black
Logitech K100,,Slim,,,false,Wired,Black
Microsoft SIDEWINDER X4,,Gaming,,Red,false,Wired,Black
Razer TRON,,Gaming,,Blue,false,Wired,Black
Kensington 64370,16.98,Standard,,,false,Wired,Black
Gigabyte GK-K6800,,Standard,,,false,Wired,Black
Logitech EX 100 Cordless Desktop,62,Standard,,,false,Wireless,Black
Microsoft Wireless Desktop 2000,249.99,Ergonomic,,,false,Wireless,Black
Rosewill RK-101,,Standard,,,false,Wired,Black
Gigabyte KM7580,,Slim,,,false,Wireless,Black
Cherry STREAM XT,,Standard,,,false,Wired,Black
Gigabyte Force K3,,Gaming,,,false,Wired,Black
Razer BlackWindow Ultimate Mac Edition,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Cherry Wipekey,,Slim,,,false,Wired,Black
HP RC464AA,,Standard,,,false,Wired,Black / Gray
Cherry G84-4100LCMUS-0,74.55,Slim,Cherry ML,,false,Wired,Gray
Ergoguys WKB-1000M,,Ergonomic,,,false,Wireless,White
Adesso ACK-595UW,,Mini,,,true,Wired,White
Adesso AKB-131HB,19.98,Standard,,,false,Wired,Black
Adesso MCK-91,82.9,Mini,,,true,Wired,Black
KeyTronic E03601U1,,Standard,,,false,Wired,Beige
Adesso ACK-595UB,43.97,Mini,,,true,Wired,Black
Saitek Eclipse II,,Standard,,Red,false,Wired,Black / Silver
Cherry Compact 11900 Series,138.99,Standard,Cherry MX Black,,false,Wired,Black
Microsoft CSD-00001,,Ergonomic,,,false,Wireless,Black
Microsoft XSA-00001,349.97,Ergonomic,,,false,Wireless,Black / Silver
Microsoft APB-00001,68.25,Slim,,,false,Wired,Black
Razer BlackWidow Ultimate Mass Effect 3 Edition,,Gaming,Cherry MX Blue,Red,false,Wired,Black
ROCCAT ISKU,,Gaming,,,false,Wired,Black
SteelSeries Zboard,,Gaming,,,false,Wired,Black / Silver
ROCCAT Arvo,,Gaming,,,false,Wired,Black
SteelSeries 6Gv2,,Standard,Cherry MX Black,,false,Wired,Black
SteelSeries Merc Stealth,,Ergonomic,,,false,Wired,Black
SteelSeries Shift Medal of Honor Edition,,Gaming,,,false,Wired,Black
Cyborg S.T.R.I.K.E. 7,,Gaming,,,false,Wired,Black
Kensington K72402US,37.79,Ergonomic,,,false,Wired,Black
Dell 468-7408 Keyboard,,Standard,,,false,Wired,Black
Rosewill RK-9000I,,Standard,Cherry MX Blue,,false,Wired,White / Black
VisionTek Candyboard Keyboard with Touchpad and Built in IR Remote,,Mini,,White,false,Wireless,Black
A4Tech KBS-29,,Ergonomic,,,false,Wired,Black
SteelSeries 64105SS,,Gaming,,,false,Wired,Black
ViewSonic VPAD-CASE-002,,Mini,,,true,Bluetooth Wireless,Black
Thermaltake eSPORTS Meka G-Unit,,Gaming,Cherry MX Black,White,false,Wired,Black
V7 KC0A1-4N6P Keyboard,,Standard,,,false,Wired,Black
Logitech 920-003474,,Slim,,,false,Wireless,White / Pink
Motorola Wireless Keyboard With Trackpad,,Mini,,,true,Bluetooth Wireless,Black
Interlink VP6366,,Mini,,,true,Wireless,Silver
Microsoft Sidewinder X4 (UK Layout),,Standard,,,false,Wired,Black
Cyborg S.T.R.I.K.E. 7,,Gaming,,,false,Wired,Black
SolidTek Keyboard,,Standard,,,false,Wired,Black
Razer BlackWidow 2013,,Gaming,Cherry MX Blue,,false,Wired,Black
Microsoft PL2 Wedge Mobile Keyboard,174.92,Mini,,,true,Bluetooth Wireless,Black
SteelSeries 6GV/2,,Standard,Cherry MX Red,,false,Wired,Black
Microsoft Wedge Mobile Keyboard For Business,229.99,Mini,,,true,Bluetooth Wireless,Black
Ducky Year of the Dragon,,Standard,Cherry MX Brown,Yellow,true,Wired,Black
Filco Majestouch-2,,Standard,Cherry MX Black,,true,Wired,Pink / White
Happy Hacking Professional 2 Type S (Non-Printed),,Standard,Topre 45g Silent,,true,Wired,White
Leopold FC500RT/AB,,Standard,Cherry MX Brown,,false,Wired,Black
Ducky DK1087-KEALB,,Standard,ALPS Black,,true,Wired,Black
Cherry G80-3800 MX Board 2.0,,Standard,Cherry MX Brown,,false,Wired,Black
Cooler Master CM Storm Quick Fire TK,,Gaming,Cherry MX Red,Red,false,Wired,Black
Cooler Master CM Storm Trigger,,Gaming,Cherry MX Red,Red,false,Wired,Black
ROCCAT Isku FX,,Gaming,,Multicolor,false,Wired,Black
Ducky DK9008S-CEALY,,Gaming,Cherry MX Blue,Yellow,false,Wired,Black
Ducky DK9008S2-AUSALT,,Gaming,Cherry MX Black,Orange,false,Wired,Black
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,White,false,Wired,Pink / White
A4Tech My Kids,,Mini,,,false,Wired,Pink
Mad Catz V.7,,Gaming,,Red,false,Wired,Black / Silver
Gear Head Windows Media Pro II USB Keyboard,,Standard,,,false,Wired,Black
Cooler Master CM Storm QuickFire TK,,Mini,Cherry MX Brown,White,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Blue,,false,Wired,Black
Corsair Raptor K50,,Gaming,,RGB,false,Wired,Black
Ergoguys Wireless Keyboard Multimedia With Trackball,,Ergonomic,,,false,Wireless,Black
Razer Blackwidow,,Gaming,Cherry MX Blue,,false,Wired,Black
Saitek Eclipse II,,Gaming,,Multicolor,false,Wired,Black
Ducky DK9008G2PRO-RUSPHS,,Gaming,Cherry MX Red,,false,Wired,Black / Blue
Vortex KBT RACE,,Mini,Cherry MX Brown,White,true,Wired,Black
Logitech Keyboard K120 for Business,,Standard,,,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Brown,,false,Wired,Black
Logitech LX310,,Standard,,,false,Wireless,Black
Razer Orbweaver Elite Mechanical Gaming Keypad,,Gaming,Cherry MX Blue,Green,true,Wired,Black
Corsair Raptor K30,,Gaming,,Red,false,Wired,Black / Silver
Cooler Master Storm Quickfire TK Mechanical Keyboard,,Standard,Cherry MX Brown,Red,false,Wired,Black
Favi FE02RF-BL,,Mini,,,true,Wireless,Black
Ducky DK9008 Shine 3 Red LED Backlit (Black Cherry MX),,Standard,Cherry MX Black,Red,false,Wired,Black
Ducky DK9008 Shine 3 Magenta LED Backlit (Brown Cherry MX),,Standard,Cherry MX Brown,Purple,false,Wired,Black
Ducky DK9008 Shine 3 Orange LED Backlit (Blue Cherry MX),,Standard,Cherry MX Blue,Orange,false,Wired,Black
Ducky DK9008 Shine 3 Red LED Backlit (Red Cherry MX),,Standard,Cherry MX Red,Red,false,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Brown,,false,Wired,Black
matias Tactile Pro for Mac,139.95,Standard,ALPS Clicky Simplified White,,false,Wired,White
Cooler Master CM Storm QuickFire TK,,Gaming,Cherry MX Blue,,false,Wired,Black / White
Genius K9,,Gaming,,RGB,false,Wired,Blue
Keycool KC84RED-G,,Mini,Cherry MX Red,Multicolor,true,Wired,Black
Logitech Wireless Touch k400,,Slim,,,true,Wireless,White
i-rocks RF-6577L-BK,19.98,Slim,,,false,Wireless,Black / Silver
HP Wireless Classic Desktop,,Standard,,,false,Wireless,Black
Cooler Master Storm Devastator Keyboard & Mouse,,Standard,,Blue,false,Wired,Black
Genius LED Backlight Gaming Keyboard,,Gaming,,Blue,false,Wired,Black / Blue
HP PS/2 Keyboard (QY774AA),,Standard,,,false,Wired,Black
Alienware TactX,,Gaming,,Multicolor,false,Wired,Black / Silver
Rosewill Apollo RK-9100xB,,Gaming,Cherry MX Blue,Blue,false,Wired,Black
Rosewill RK-9200BR,,Slim,Cherry MX Brown,Multicolor,false,Wired,Black
i-rocks KR-6401-BK,,Slim,,,false,Wired,Black
HP USB Smart Card CCID Keyboard,,Standard,,,false,Wired,Black / Silver
Logitech K810,,Slim,,White,true,Bluetooth Wireless,Black
Cobra Cobra II,,Standard,,Blue,false,Wired,Black
Mad Catz Titanfall S.T.R.I.K.E.3,,Gaming,,Multicolor,false,Wired,Orange / White
Thermaltake eSports MEKA G-Unit,,Gaming,Cherry MX Black,Red,false,Wired,Black / Red
Logitech K725-C,,Standard,,,false,Wired,Black
Topre Realforce 87U Silent,,Slim,Topre Variable Silent,Blue,true,Wired,White / Gray
Topre Realforce 104U,,Standard,Topre Variable,,false,Wired,White / Gray
Topre Realforce 104UB,,Standard,Topre Variable,,false,Wired,Black
Logitech K750,189,Slim,,,false,Wireless,Black
Cooler Master QuickFire Rapid-i,,Standard,Cherry MX Blue,White,true,Wired,Black
Cooler Master Novatouch TKL,,Standard,Topre 45g,,true,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Thermaltake KNUCKER Plunger,,Standard,,,false,Wired,Black
Ducky Shine 4,,Gaming,Cherry MX Brown,Red / Blue,false,Wired,Black
Razer Deathstalker Expert,,Gaming,,Green,false,Wired,Black
Cooler Master CM Storm Devastator Gaming Bundle,,Gaming,,Green,false,Wired,Black
ROCCAT Ryos TKL Pro,,Gaming,Cherry MX Blue,Blue,true,Wired,Black
Corsair K95 RGB UK,,Gaming,Cherry MX Black,RGB,false,Wired,Black
Microsoft Wired Desktop 400 for Business,,Standard,,,false,Wired,Black
Cougar 600K,,Gaming,Cherry MX Black,White,false,Wired,Black / Silver
Gigabyte FORCE K7 Wireless,,Gaming,,,false,Wireless,Black
Lenovo Preferred Pro USB Keyboard,,Standard,,,false,Wired,Black
Razer Deathstalker Essential,,Gaming,,,false,Wired,Black
Rosewill RK-9000V2 RE,,Standard,Cherry MX Red,,false,Wired,Black
Cougar 700K,,Gaming,Cherry MX Blue,Red,false,Wired,Black / Silver
Cherry G80-3930 MX 6.0,,Gaming,Cherry MX Red,Red / Blue,false,Wired,Black / Silver
AZIO HUE,,Slim,,,false,Wireless,Pink
Corsair STRAFE,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Ducky ONE,,Standard,Cherry MX Brown,Blue,false,Wired,Black
Logitech MX800,,Standard,,White,false,Wireless,Black
Corsair K70,,Gaming,Cherry MX Red,Red,false,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Microsoft Desktop 3050,,Standard,,,false,Wireless,Black
Microsoft Desktop 850,69.98,Standard,,,false,Wireless,Black
Patriot Viper V760,,Gaming,Kailh Brown,RGB,false,Wired,Black
SMK-Link VP3810,19.98,Standard,,,false,Wired,Black
Thermaltake POSEIDON Z RGB,,Gaming,Kailh Blue,RGB,false,Wired,Black
Gigabyte AORUS Thunder K7,,Gaming,Cherry MX Red,Blue,false,Wired,Black
Redragon S102,,Gaming,,Multicolor,false,Wired,Black / Red
A4Tech B120,,Gaming,,Red,false,Wired,Black
IOGEAR GKB632B,42.93,Mini,,,true,Bluetooth Wireless,Black
ROCCAT Isku FX,,Gaming,,Multicolor,false,Wired,White
Logitech K480,,Slim,,,false,Bluetooth Wireless,Black / Green
SteelSeries Apex 350,,Standard,,RGB,false,Wired,Black
G.Skill RIPJAWS KM780R RGB,,Gaming,Cherry MX Red,RGB,false,Wired,Black
G.Skill RIPJAWS KM780R,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Cooler Master Devastator II,,Gaming,,Green,false,Wired,Black
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Blue,RGB,false,Wired,Black
Cooler Master MasterKeys Pro L,,Standard,Cherry MX Red,RGB,false,Wired,Black
Cooler Master MasterKeys Pro S,,Standard,Cherry MX Red,RGB,true,Wired,Black
Corsair STRAFE MX Silent,,Gaming,Cherry MX Silent,Red,false,Wired,Black
Corsair K70 LUX,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Qisan Magicforce,,Mini,Outemu Brown,,true,Wired,White
G.Skill Ripjaws KM570,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Logitech G100S Gaming Combo,,Standard,,,false,Wired,Black
Razer Chroma Blackwidow Professional,,Gaming,Razer Green,RGB,false,Wired,Black
Asus ROG Claymore Core,,Gaming,Cherry MX Red,RGB,true,Wired,Black
FNATIC Rush Pro Gaming,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Filco Ninja Majestouch-2 TKL,,Standard,Cherry MX Blue,,true,Wired,Black
Corsair K95 RGB PLATINUM ND,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
HP HyperX Alloy FPS,,Standard,Cherry MX Brown,Red,false,Wired,Black
Das Keyboard Prime 13,139,Standard,Cherry MX Brown,White,false,Wired,Black
Hcman Hcman H01,,Gaming,CK Blue,Multicolor,true,Wired,Black
Asus ROG Claymore Core,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
NOX Krom Kombat,,Gaming,,Orange,false,Wired,Black
NOX Krom Kratos,,Gaming,Kailh Red,Orange,false,Wired,Black
NOX Krom Kratos RGB,,Gaming,Kailh Red,RGB,false,Wired,Black
Creative Labs Vanguard K08,,Gaming,PRES,RGB,false,Wired,Black
Rosewill NEON K51B,,Gaming,,RGB,false,Wired,Black
Microsoft EKZ-00001,179.99,Slim,,,false,Wireless,Gray
Dell U473D,,Standard,,,false,Wired,Black
ROCCAT RYOS MK FX,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Genius SlimStar 130,,Standard,,,false,Wired,Black
Gigabyte FORCE K83,,Standard,Cherry MX Red,,false,Wired,Black
Gigabyte FORCE K83,,Standard,Cherry MX Blue,,false,Wired,Black
Corsair K66,,Gaming,Cherry MX Red,,false,Wired,Black
Microsoft Sculpt Ergonomic Desktop,,Ergonomic,,,false,Wireless,Black
Razer Blackwidow Tournament Edition Stealth,,Gaming,Razer Orange,White,true,Wired,Black
Cooler Master MasterKeys S (MX Brown),,Gaming,Cherry MX Brown,,true,Wired,Black
Cooler Master MasterKeys L,,Gaming,Cherry MX Blue,,false,Wired,Black
Mionix Wei,,Standard,Cherry MX Red,RGB,false,Wired,Black
Cooler Master MasterKeys MK750 (MX Blue),,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Cougar DEATHFIRE,,Gaming,,Multicolor,false,Wired,Black
Cooler Master MasterKeys Pro M White (MX Brown),,Standard,Cherry MX Brown,White,false,Wired,Black
Cooler Master MasterKeys Pro L GeForce GTX Edition,,Standard,Cherry MX Red,Green,false,Wired,Black
Ducky Shine 6,,Standard,Cherry MX Brown,RGB,false,Wired,Gold / White
HP HyperX Alloy Elite,,Gaming,Cherry MX Brown,Red,false,Wired,Black
Trust GXT 280,,Gaming,,Red,false,Wired,Black
Tesoro Gram Spectrum (White w/Blue Switches),,Gaming,Tesoro Agile Blue,RGB,false,Wired,White
Redragon Varuna K559,,Gaming,Outemu Blue,RGB,false,Wired,Black
HAVIT HV-KB390L,,Gaming,Kailh Blue,Blue,true,Wired,Black
SteelSeries Apex M750 UK,,Gaming,SteelSeries QX2 Red,RGB,false,Wired,Black
Logitech K360,,Slim,,,false,Wireless,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX White,RGB,true,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Black,RGB,true,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Red,RGB,false,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Black,RGB,false,Wired,Black
SteelSeries Apex 150,,Gaming,,,false,Wired,Black
Corsair K68 RGB,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
Microsoft Reclusa,249.99,Gaming,,Blue,false,Wired,Black
Velocifire TKL78,,Standard,Outemu Brown,Blue,true,Wired,Black
Cooler Master CK530,,Gaming,Gateron Brown,RGB,true,Wired,Black
Cooler Master MK730,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Topre Realforce RGB,,Gaming,Topre 45g,RGB,false,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,false,Wired,Black
AUKEY KM-G9,,Standard,Outemu Blue,,true,Wired,Black
Velocifire VM02WS,,Standard,Outemu Brown,White,false,Wireless,Black
GAMDIAS Hermes M3,,Gaming,Kailh Blue Low Profile,RGB,true,Wired,Black
Corsair K70 LUX (MX Red),,Gaming,Cherry MX Red,Red,false,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Red,RGB,true,Wired,Black
Drevo BladeMaster PRO,,Gaming,Cherry MX Silent Red,RGB,true,Wireless,Gray
Drevo BladeMaster PRO,,Gaming,Cherry MX Silent Red,RGB,true,Wireless,Gray
Adesso WKB-1150CB,54.99,Ergonomic,,,true,Wireless,Black
Adesso WKB-4040UB,60,Mini,,,true,Wireless,Black
ADATA XPG INFAREX K20,,Gaming,Kailh Blue,RGB,false,Wired,Red
iKBC CD108,,Gaming,Cherry MX Red,,false,Wired,Black
MSI Vigor GK60,,Gaming,Cherry MX Red,Red,false,Wired,Black
HP Link-5,35,Slim,,,false,Wireless,Black
Lenovo Preferred Pro II,,Standard,,,false,Wired,Black
Cougar Aurora,,Gaming,,RGB,false,Wired,Black
Cougar Aurora S,,Gaming,,RGB,false,Wired,Black
SIIG JK-WR0J12-S1,,Gaming,,,false,Wireless,Black
Rosewill K10 S,,Slim,,,false,Bluetooth Wireless,Silver / White
FNATIC Streak RGB,,Gaming,Cherry MX Silent Red,RGB,false,Wired,Black
FNATIC miniSTREAK RGB,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Logitech MK520,,Standard,,,false,Wireless,Black
DROP CTRL,,Gaming,Kailh BOX White,RGB,true,Wired,Silver / Black
AZIO MK MAC USB,,Standard,Kailh Brown,White,false,Wired,White
Thermaltake Level 20 RGB Titanium,139.99,Gaming,Cherry MX Blue,RGB,false,Wired,Silver / Black
Cougar ULTIMUS RGB,,Gaming,TTC Red,RGB,false,Wired,Black
Tesoro GRAM SPECTRUM TKL,,Gaming,Tesoro Agile Red,RGB,true,Wired,White
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Blue,RGB,false,Wired,Black
MK Night Typist,,Standard,Cherry MX Blue,White,false,Wired,Black
ROCCAT Suora FX,248.11,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Blue,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,true,Wired,White
Leopold FC750R Black PD,,Standard,Cherry MX Silent Red,,false,Wired,Black
Mistel BAROCCO MD770,,Ergonomic,Cherry MX Red,RGB,true,Wired,Black
Asus ROG Strix Flare PNK LTD,,Gaming,Cherry MX Blue,RGB,false,Wired,Pink / White
Ducky Mecha Mini v2,,Mini,Cherry MX Black,RGB,true,Wired,Black
Kinesis Gaming Freestyle Edge,199,Ergonomic Split,Cherry MX Blue,RGB,true,Wired,Black
GameSir GK300-GY,,Gaming,TTC Blue,White,false,Wireless,Black
AOC GK500,,Gaming,Outemu Red,RGB,false,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Two Lekker Edition,,Gaming,Lekker linear65,RGB,false,Wired,Blue / White
Logitech G Pro X,,Gaming,Logitech GX Brown Tactile,RGB,true,Wired,Black
Logitech G Pro X,,Gaming,Logitech GX Red Linear,RGB,true,Wired,Black
Logitech G Pro X Shroud,,Gaming,Logitech GX Red Linear,RGB,true,Wired,Black
Corsair K65 RGB MINI BUBBLEGUM POP,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Pink / White
Corsair K65 RGB MINI HINT OF MINT,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Green / White
Tilted Nation TNvoid,,Gaming,Omron Red,RGB,false,Wired,Black
Varmilo Miya68-C Panda R2,,Standard,EC Iris V2,White,true,Wired,Black / White
Keychron C2,,Standard,Gateron G Pro Blue,White,false,Wired,Black / White
Razer Pro Type Ultra - ES,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Razer Pro Type Ultra - NO,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
