name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Beyerdynamic DT 880 Premium 250 Ohm,159.99,Circumaural,"5,35",false,false,Semi-open,Black / White
Panasonic RP-HJE125-V,9.77,Earbud,"10,24",false,false,Closed,Purple
TAKSTAR Sprint,8.94,In Ear,"20,2",true,false,Closed,Black / Red
SteelSeries Arctis Nova 1P,59.99,Circumaural,"20,22",true,false,Closed,Black
Creative Labs Zen Air,16.98,In Ear,"20,20",true,true,Closed,White
SteelSeries Arctis Nova 5x,109.99,Circumaural,"20,22",true,true,Closed,Black / Green
Corsair HS55 STEREO,59.99,Circumaural,"20,20",true,false,Closed,White / Gray
Corsair VOID,148.6,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Arctis Pro,189.99,Circumaural,"10,40",true,false,Closed,Black
SteelSeries ARCTIS 7 2019 Edition,237.15,Circumaural,"20,20",true,true,Closed,White / Black
Meze Audio 99 Neo,199,Circumaural,"15,25",false,false,Closed,Black
AKG K712 PRO,335.06,Circumaural,"10,39.8",false,false,Open,Black / Orange
Plantronics Plantronics Voyager Focus UC,154,Supra-aural,,true,true,Closed,Black
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),147,Circumaural,"20,20",true,true,Closed,White
Asus ROG Strix Go Electro Punk,99.44,Circumaural,"20,40",true,false,Closed,Black / Pink
Razer Kraken (2019),84.95,Circumaural,"12,28",true,false,Closed,Black / Blue
Yamaha EPH-20 Pink,4.99,In Ear,"20,21",false,false,Closed,Black / Pink
Audio-Technica ATH-IM04,1119.59,In Ear,"15,20",false,false,Closed,Black
MSI IMMERSE GH,,Circumaural,"20,20",true,false,Closed,Black / Red
Bose QuietComfort 35 Series II,365,Circumaural,,true,true,Closed,Silver
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black
Creative Labs Sound Blaster JAM V2,34.99,Supra-aural,"20,20",true,true,Closed,Black
Razer Opus X,99.99,Circumaural,"20,20",true,true,Closed,Pink / Black
Razer Kraken V4 Pro,399.99,Circumaural,"20,28",true,true,Closed,Black
Sennheiser HD 558,,Circumaural,"15,28",false,false,Open,Black / Silver
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,24",true,false,Closed,White / Gray
Razer BlackShark V2 Pro - Six Siege Special Edition,,Circumaural,"12,28",true,true,Closed,White / Black
ROCCAT Syn Max Air,138.6,Circumaural,"20,20",true,true,Closed,Black
Sennheiser MOMENTUM 4,379.95,Circumaural,"6,22",true,true,Closed,Gray
Adesso Xtream P500,23.08,Circumaural,"20,20",true,true,Closed,Black
1MORE Triple Driver (Silver),69.98,In Ear,"20,40",true,false,Closed,Silver
Logitech G435,49.99,Circumaural,"20,20",true,true,Closed,Blue / Pink
Sennheiser PC 5 CHAT,19.96,Supra-aural,"42,17",true,false,Closed,Black
Audio-Technica ATH-S220BT,59,Circumaural,"5,32",true,true,Closed,White
Logitech H150,24.99,Supra-aural,,true,false,Closed,Black / White
Logitech G633 Artemis Spectrum,199.99,Circumaural,"20,20",true,false,Closed,Black / Blue
Beyerdynamic DT 880 CHROME SPECIAL EDITION,287.89,Circumaural,"5,35",false,false,Semi-open,Silver / Black
SteelSeries TUSQ,41.69,In Ear,"20,20",true,false,Closed,
Razer Kraken (2019),95.25,Circumaural,"12,28",true,false,Closed,Pink / Black
Superlux HD681,39.95,Circumaural,"10,30",false,false,Semi-open,Black / Red
SteelSeries Arctis 9X,204.15,Circumaural,"20,20",true,true,Closed,Black / Green
Corsair VOID RGB ELITE,148.9,Circumaural,"20,20",true,false,Closed,Black
Audeze Penrose X,,Circumaural,"10,50",true,true,Closed,Black / Green
Neumann NDH 20,549,Circumaural,"5,30",false,false,Open,Silver / Black
Razer Kraken (2019),149.5,Circumaural,"12,28",true,false,Closed,Green / Black
Audio-Technica ATH-AD900x,179,Circumaural,"5,35",false,false,Open,Black
Philips SHL5305BK/28,,Supra-aural,"18,21.6",true,false,Closed,Black
Bose QC35,,Circumaural,,true,true,Closed,Black
Sennheiser DROP Massdrop x Sennheiser PC37X,,Circumaural,"15,28",true,false,Open,Black
Astro Gaming A10,84.95,Circumaural,"20,20",true,false,Closed,Black / Green
Audio-Technica ATH-GDL3,110.74,Circumaural,"10,35",true,false,Open,White / Black
Audio-Technica ATH-TWX7,196,Earbud,"10,40",true,true,Closed,Black
Behringer HPX4000,16.89,Circumaural,,false,false,Closed,Black
Corsair HS65,,Circumaural,"20,20",true,true,Closed,White
Sades SA-708,22.55,Circumaural,,true,false,Closed,Black / Green
Corsair HS55 SURROUND,68.09,Circumaural,"20,20",true,false,Closed,Black
JBL Quantum 300,49.95,Circumaural,"20,20",true,false,Closed,Black
Final B1,709.77,In Ear,,false,false,Closed,Copper / Black
Audio-Technica ATH-CKL202iSBK,19.98,In Ear,"20,23",true,false,Closed,Black
Cyber Acoustics AC-204,13.25,Supra-aural,,true,false,Closed,Black
Final E5000,249,Earbud,,false,false,Closed,Silver / Black
AKG K612 PRO,178,Circumaural,"12,39.5",false,false,Open,Black / Silver
SteelSeries Arctis Nova Pro Wireless for PS5 and PS4,273.41,Circumaural,"10,40",true,true,Closed,Black
Apple AirPods Max,429,Circumaural,,true,true,Closed,Pink
Apple AirPods 3rd Gen Lightning,169,In Ear,,true,true,Closed,White
Acer Nitro,39.99,Circumaural,"20,20",true,false,Closed,Black / Red
Astro A40 + MixAmp Pro - White,,Circumaural,"15,28",true,false,Closed,Black / White
Koss 184515,13.5,Supra-aural,,false,false,Closed,Black
Samsung Buds2 Pro,102,In Ear,,true,true,Closed,White
Sony Gold,129.49,Circumaural,,true,true,Closed,Black
Sony MDR-ZX100/BLK,,Supra-aural,"12,22",false,false,Closed,Black
JVC HARX700,38.99,Circumaural,"8,25",false,false,Closed,Black
Thermaltake Pulse G100,35.59,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Arctis 7X,195,Circumaural,"20,20",true,true,Closed,Black / Green
AKG K371,157.99,Circumaural,"5,40",false,false,Closed,Black
Corsair HS60 PRO SURROUND,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Corsair HS70,169.99,Circumaural,,true,true,Closed,Black
Logitech H340,21.99,Supra-aural,"20,20",true,false,Closed,Black
Razer Kraken,92.01,Circumaural,"20,20",true,false,Closed,Black
HP HyperX Cloud II,,Circumaural,"15,25",true,false,Closed,Black
Sennheiser HD 598 SE,,Circumaural,"12,38.5",false,false,Open,Black
Corsair VOID RGB ELITE,,Circumaural,"20,20",true,false,Closed,White
HP HyperX Cloud Stinger Core - Wireless Xbox,86.93,Circumaural,"10,21",true,true,Closed,Gray / Green
Focal Clear,,Circumaural,"5,28",false,false,Open,Gray
Asus ROG Strix Go,99.99,Circumaural,"20,40",true,false,Closed,Black
Audio-Technica ATH-S220BT,59,Circumaural,"5,32",true,true,Closed,Black
Corsair HS70 Bluetooth,,Circumaural,"20,20",true,true,Closed,Black
JBL Quantum 200,39.95,Circumaural,"20,20",true,false,Closed,Black
Razer Opus X,48.49,Circumaural,"20,20",true,true,Closed,White / Black
Sennheiser HD 598 CS,269.99,Circumaural,"10,28",false,false,Closed,Black / Silver
Asus TUF Gaming H3,139,Circumaural,"20,20",true,false,Closed,Black / Red
HP HyperX Cloud,169.99,Circumaural,"15,25",true,false,Closed,Black / Red
HP HyperX Cloud Revolver,103.92,Circumaural,"12,28",true,false,Closed,Silver
Final VR3000 for Gaming,71.9,In Ear,,false,false,Closed,Black
HP OMEN Blast,57.41,Circumaural,"20,20",true,false,Closed,Black
Cooler Master MH751,101.5,Circumaural,"20,20",true,false,Closed,Black / Silver
HP HyperX Cloud MIX,,Circumaural,"10,40",true,true,Closed,Black / Silver
Logitech G733,129.99,Circumaural,"20,20",true,true,Closed,Blue
Apple AirPods 3rd Gen MagSafe,179.99,In Ear,,true,true,Closed,White
JVC HA-A6T,23.99,Earbud,"20,20",true,true,Closed,Black
Audio-Technica ATH-CKL202iSBL,12.7,In Ear,"20,23",true,false,Closed,Blue
Cooler Master MH650,,Circumaural,"20,20",true,false,Closed,Black
Sony WH1000XM4,348,Circumaural,"20,20",true,true,Closed,Silver
Logitech ASTRO A50 + Base Station,,Circumaural,"20,20",true,true,Closed,Black / Gold
Logitech ASTRO A10,65.98,Circumaural,"20,20",true,false,Closed,Purple
Sennheiser SC260,71.98,Supra-aural,"150,6.8",true,false,Closed,Black / Silver
Sennheiser PC 350 SE,,Circumaural,,true,false,Closed,Black
Sony MDR-XB920/B,,Supra-aural,"3,28",false,false,Closed,Black / Silver
Sennheiser RS 185,,Circumaural,"17,22",false,true,Closed,Black / Silver
DROP Massdrop x MEE Audio Planamic,,In Ear,"20,20",true,false,Closed,Black
JBL Quantum 800,,Circumaural,"20,20",true,true,Closed,Black
Skullcandy Hesh 3,174.65,Circumaural,"20,20",true,true,Closed,Black
EKSA E900 PRO,49.99,Circumaural,"20,20",true,false,Closed,Black / Red
SteelSeries ARCTIS 5 (2019),,Circumaural,"20,22",true,false,Closed,White
GameStop RGB Pro,45.98,Circumaural,,true,false,Closed,Black
Sennheiser RS 195,299,Circumaural,"17,22",false,true,Closed,Black / Silver
Razer Electra V2 USB,99.95,Circumaural,"20,20",true,false,Closed,Black / Green
AKG K701,179.99,Circumaural,"10,39.8",false,false,Open,White
Genius HS-02B,29.99,Supra-aural,"20,20",true,false,Closed,Black / Silver
Shure SE425-CL,267.99,In Ear,"20,19",false,false,Closed,Transparent
Koss PortaPro,,Supra-aural,"15,25",false,false,Open,Black / Blue
MSI DS501,39.95,Circumaural,"20,20",true,false,Closed,Black / Red
MSI DS502,44.99,Circumaural,"20,20",true,false,Closed,Black / Red
Final B2,292.83,In Ear,,false,false,Closed,Black
Sony MDR-ZX310R,24,Supra-aural,"10,24",false,false,Closed,Red
SHARKOON SKILLER SGH50,94.21,Circumaural,"10,40",true,false,Closed,Black
AKG K702,232.98,Circumaural,"10,39.8",false,false,Open,Black / Silver
Corsair HS50,199.75,Circumaural,"20,20",true,false,Closed,Black / Gray
Panasonic RP-HJE125-P,8.99,Earbud,,false,false,Closed,Pink
Astro A20 Gen 2,96.17,Circumaural,"20,20",true,true,Closed,Black / Green
Shure SRH840A,149,Circumaural,"5,25",false,false,Closed,Black / Gold
Thermaltake Argent H5,64.98,Circumaural,"20,40",true,false,Closed,Black
Logitech ASTRO A10,,Circumaural,"20,20",true,false,Closed,Green
Sennheiser PC 363D,,Circumaural,"15,28",true,false,Open,Black
Sennheiser M2 IEi,,In Ear,"15,22",true,false,Closed,Black / Red
Sennheiser PC 373D,,Circumaural,"15,28",true,false,Open,Black / Red
Corsair VOID PRO RGB (White/Black),,Circumaural,"20,20",true,true,Closed,White / Black
Corsair VOID PRO Surround (Black),,Circumaural,"20,20",true,false,Closed,Black
Sony WHH900N/B,,Circumaural,,false,true,Closed,Black
Asus ROG STRIX FUSION 700,,Circumaural,"20,40",true,true,Closed,Black
Beyerdynamic Amiron Home Tesla,429,Circumaural,"5,40",false,false,Open,Black / Silver
HP HyperX Cloud Flight S,,Circumaural,"10,22",true,true,Closed,Black / Silver
FNATIC REACT,,Circumaural,"20,40",false,false,Closed,Black / Silver
Plantronics Blackwire 7225,117.96,Supra-aural,"20,20",true,false,Closed,Black
Sony INZONE H3,98,Circumaural,"10,20",true,false,Closed,White / Black
EPOS H3PRO Hybrid,,Circumaural,"20,20",true,true,Closed,Black / Blue
Philips Performance PH805BK,69.98,Circumaural,,true,true,Closed,Black
Asus ROG Delta Core,,Circumaural,"20,40",true,false,Closed,Black
ADATA XPG Precog Studio,59.99,Circumaural,"20,20",true,false,Closed,Black / Red
V-MODA CROSSFADE M-100 SHADOW,399,Circumaural,"5,30",false,false,Closed,Black / Silver
GameMax G200,,Circumaural,"20,20",true,false,Closed,Black
Corsair HS60 HAPTIC,109.3,Circumaural,"20,20",true,false,Closed,Black / Gray
Sennheiser M3AEBTXL,349.99,Circumaural,"6,22",false,true,Closed,White / Silver
Logitech ASTRO A50 + Base Station,,Circumaural,"20,20",true,true,Closed,Black / Gray
Audio-Technica ATH-SR50BTBK,199,Circumaural,"5,40",true,true,Closed,Black
Anker Soundcore Life Q20+,69.98,Circumaural,"16,40",true,true,Closed,Black
HP HyperX Cloud Core w/7.1 Dongle,,Circumaural,"15,25",true,false,Closed,
Logitech FITS,,In Ear,"20,20",true,true,Closed,Black
Corsair HS35 v2,49.98,Circumaural,,true,false,Closed,Blue / Black
AKG K271 MK II,139,Circumaural,"16,28",false,false,Closed,Black / Silver
Cyber Acoustics AC-201,22.35,Supra-aural,"20,20",true,false,Closed,Black / Silver
Shure SRH440,99,Circumaural,"10,22",false,false,Closed,Black
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,,Circumaural,,true,false,Closed,Black / White
Audio-Technica ATH-M70x,,Circumaural,"5,40",false,false,Closed,Black / Silver
Turtle Beach STEALTH 450,244.99,Circumaural,,true,false,Closed,Black / Red
Final E4000,135,Earbud,,false,false,Closed,Black
Anker Soundcore Life Q35,,Circumaural,"16,40",true,true,Closed,Blue
Asus TUF Gaming H3,,Circumaural,"20,20",true,false,Closed,Black / Silver
Razer Kaira Pro for PlayStation,79.95,Circumaural,"20,20",true,true,Closed,White / Black
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,Green / Gold
Audio-Technica ATH-GDL3,119.99,Circumaural,"10,35",true,false,Open,Black / Blue
GALAX HOF Maestro Gloss,44.99,Circumaural,"20,20",true,false,Closed,White
Sennheiser HD 800,,Circumaural,"6,51",false,false,Open,Black / Silver
Sony MDR-RF985RK,,Circumaural,"10,220",false,true,Closed,Black
Astro A50 - Black,,Circumaural,"20,20",true,true,Closed,Black
Turtle Beach Ear Force XP300,219.79,Circumaural,"20,20",true,true,Closed,Black / Green
Sony MDRE9LP/BLU,,Earbud,"18,22",false,false,Closed,Blue / White
Shure SRH840,149,Circumaural,"5,25",false,false,Closed,Black
Razer Kraken,,Circumaural,"20,20",false,false,Closed,Black
Turtle Beach Z60,,Circumaural,,true,false,Closed,Black / Red
Corsair VOID Special Edition Yellowjacket,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Corsair VOID PRO RGB USB (Black),,Circumaural,"20,20",true,false,Closed,Black
Corsair HS70 PRO,,Circumaural,"20,20",true,true,Closed,Black / Beige
Beyerdynamic MMX 100,,Circumaural,"5,30",true,false,Closed,Black
JVC HA-A6T,24.95,Earbud,"20,20",true,true,Closed,Green
YEYIAN Force 3000,24.99,Circumaural,"20,20",true,false,Closed,Camo / White
Beyerdynamic MMX 150,149,Circumaural,"5,30",true,false,Closed,Black
Razer Opus X,49.99,Circumaural,"20,20",true,true,Closed,Green / Black
Microsoft L2 LifeChat LX-1000,11.98,Supra-aural,"80,20",true,false,Closed,Black
Superlux HD-681EVO,52.86,Circumaural,"10,30",false,false,Semi-open,Black
AOC GH401,,Circumaural,"20,20",true,true,Closed,Red / Black
Turtle Beach EarForce Z2,,Circumaural,"20,20",true,false,Closed,Black / Silver
HP HyperX Cloud Core,,Circumaural,"15,25",true,false,Closed,Black / Red
Mad Catz F.R.E.Q. 5,34.99,Circumaural,,true,false,Closed,Black
Logitech 600vi,17.39,In Ear,"20,20",false,false,Closed,Black / Silver
Avantree Audition,59.99,Circumaural,"20,20",false,true,Closed,Black / Red
Lenovo Legion H500 Pro,69.09,Circumaural,"20,20",true,false,Closed,Black / Blue
AOC GH300,,Circumaural,"20,20",true,false,Closed,Red / Black
Syba CL-AUD63089,19.98,Circumaural,"20,20",true,false,Closed,Black / White
Acer Predator Galea 311,48.73,Circumaural,"20,20",true,false,Closed,Black
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,56.46,Circumaural,,true,false,Closed,Black / Green
ROCCAT Syn Pro Air,99.99,Circumaural,"20,20",true,true,Closed,Black
EPOS H6PRO,,Circumaural,"20,20",true,false,Open,Black / Blue
Apple AirPods Max,459,Circumaural,,true,true,Closed,Green
MSI Immerse GH50,,Circumaural,"20,20",true,true,Closed,Black
Koss KPH30i,,Supra-aural,"15,25",true,false,Open,Black
Corsair HS35 v2,34.99,Circumaural,,true,false,Closed,Red / Black
Apple AirPods Max (2024),543.62,Circumaural,,true,true,Closed,Blue
Koss CS100 USB,18.98,Supra-aural,"30,16",true,false,Closed,Black / Silver
Cyber Acoustics AC-200B,14.89,Supra-aural,"20,20",true,false,Closed,Black
Cyber Acoustics ACM-62,10.99,Supra-aural,,false,false,Closed,Black
Shure SE535-CL,449,In Ear,"18,19",false,false,Closed,Brown
Syba CL-AUD63032,19.95,Circumaural,"20,20",true,false,Closed,White / Purple
Beyerdynamic MMX 300,,Circumaural,"5,30",true,false,Closed,Black
Shure SE215,,In Ear,"22,17.5",false,false,Closed,Translucent Black
Razer KRAKEN 7.1 CHROMA,,Circumaural,"20,20",true,false,Closed,Multicolor
Turtle Beach Star Wars,245.44,Circumaural,,true,false,Closed,Black / Red
Astro A40,,Circumaural,"20,21",true,false,Closed,Black / Silver
JVC HA-RX500,18.1,Circumaural,"10,22",false,false,Closed,Black / White
Razer ManO'War,,Circumaural,"20,20",true,true,Closed,Black
Sades SA-902-B,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus ROG Strix Wireless,,Circumaural,"20,20",true,true,Closed,Black / Red
SteelSeries Arctis 3,,Circumaural,"20,22",true,false,Closed,Black
Sennheiser Momentum 2.0,,Circumaural,"16,22",true,false,Closed,Black
SteelSeries Arctis 3,,Circumaural,"20,22",true,false,Closed,White
Corsair VOID PRO Surround (Black/Red),,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair HS60 Surround (Black),,Circumaural,"20,20",true,false,Closed,Black
Corsair HS50 PRO STEREO,123.23,Circumaural,"20,20",true,false,Closed,Black / Green
Turtle Beach Elite Atlas Aero,,Circumaural,"12,20",true,false,Closed,Black
DROP Massdrop x MEE Audio Planamic,,In Ear,"20,20",true,false,Closed,Blue
DROP Massdrop Plus Universal IEM,,In Ear,"5,18",false,false,Closed,Black
Sennheiser GSP 550,,Circumaural,"10,30",true,false,Semi-open,Green / Black
Asus ROG Strix Fusion Wireless,,Circumaural,"20,20",true,true,Closed,Black
HiFiMAN Edition X,,Circumaural,"8,50",false,false,Open,Black / Silver
Corsair HS55 SURROUND,79.98,Circumaural,"20,20",true,false,Closed,White / Gray
Razer Kaira for PlayStation,69.98,Circumaural,"20,20",true,true,Closed,White / Black
Corsair HS65,,Circumaural,"20,20",true,true,Closed,Black
YEYIAN Force 3000,24.99,Circumaural,"20,20",true,false,Closed,Camo / Beige
Lenovo Legion H200,49.99,Circumaural,"20,20",true,false,Closed,Black
Koss SB40,34,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica ATH-CHX5ISBK,21.91,Earbud,"20,22",true,false,Closed,Black
LucidSound LS35X,59.99,Circumaural,"20,20",true,true,Closed,Black
AKG K371,138,Circumaural,"5,40",true,true,Closed,Black
TAKSTAR TS-451M,35,Circumaural,"20,20",true,false,Closed,Black
Sennheiser HD 300 PRO,199.95,Circumaural,"6,25",false,false,Closed,Black
Razer Kraken Forged,99.99,Circumaural,"20,20",false,false,Closed,Black / Silver
Razer Kraken (2019),,Circumaural,"12,28",true,false,Closed,White / Black
Pyle Audio PHPMCU10,19.34,Supra-aural,,true,false,Closed,Black / Silver
SteelSeries Siberia 200,69.98,Circumaural,"10,28",true,false,Closed,Black / Orange
House of Marley Buffalo Soldier,119.99,Supra-aural,,true,true,Closed,Beige / Black
Astro A10,42.99,Circumaural,"20,20",true,false,Closed,White / Green
Sennheiser EPOS Game Zero,,Circumaural,"15,28",true,false,Closed,Black / Red
MSI IMMERSE GH40 ENC,47.83,Circumaural,"20,20",true,false,Closed,Black
Philips LFH2236/00,37.99,Supra-aural,"18,20",false,false,Closed,Black / Silver
Ingram Micro Jabra UC Voice 550 MS Duo,,Supra-aural,,true,false,Closed,Black / Silver
Koss UR/29,33.94,Circumaural,"18,20",false,false,Closed,Black / Silver
Syba CL-AUD63033,12.99,Circumaural,"20,20",true,false,Closed,White / Silver
Beyerdynamic DT 880 Premium 600 Ohm,,Circumaural,"5,35",false,false,Semi-open,Black / Silver
AKG K553 PRO,234.99,Circumaural,"20,20",false,false,Closed,Black
NOX Krom Kyus,,Circumaural,"16,20",true,false,Closed,Black / Orange
HiFiMAN RE2000 Silver,799,In Ear,"5,20",false,false,Closed,Black / Silver
HiFiMAN RE300h,14.95,Earbud,"15,22",false,false,Closed,Black
Anker Soundcore Life Q30,85.99,Circumaural,"16,40",true,true,Closed,Blue
Sennheiser HD 25-1 II,,Supra-aural,"16,22",false,false,Closed,Black
Sennheiser HD 239,199.99,Supra-aural,"16,23",false,false,Closed,Black / Red
Astro A40 + MixAmp Pro - Black,,Circumaural,"15,28",true,false,Closed,Black / White
Sennheiser PC360,,Circumaural,"15,28",true,false,Closed,Black
Sony MDR-EX58V/RED,,In Ear,"5,23",false,false,Closed,Black / Red
Monoprice 8323,,Circumaural,"20,20",false,false,Closed,Black
Philips SHE2105WT/28,10.99,Earbud,"12,22",false,false,Closed,White
Philips SHE3590BL/10,,In Ear,"12,23.5",true,false,Closed,Blue / White
Panasonic RP-HC720-K,,Circumaural,"10,30",false,false,Closed,Black
Philips SHE2650/28,20,Earbud,,false,false,Closed,Black
Koss UR/10,17.99,Supra-aural,"60,20",false,false,Closed,Black / Silver
Sony MDRXB200/L,,Circumaural,"5,22",false,false,Closed,Black / Blue
Sony CZ-DRBTN200W,,Supra-aural,,false,true,Closed,White
