name,price,capacity,price_per_gb,type,cache,form_factor,interface
Mushkin Tempest,136.99,2000,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Constellation ES.3,,3000,,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Blue,74.98,250,0.3,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,742,8000,0.093,7200,256,3.5,SATA 6.0 Gb/s
ADATA XPG SX8100,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4 Plus G,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
AGI AI298,39.45,512,0.077,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Green,138.63,750,0.185,5400,16,3.5,SATA 3.0 Gb/s
OCZ Colossus LT,,1000,,SSD,128,3.5,SATA 3.0 Gb/s
Seagate Barracuda LP,118.77,2000,0.059,5900,32,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,500,,7200,16,3.5,SATA 3.0 Gb/s
Kingston HyperX 3K,,120,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RevoDrive X2,,220,,SSD,,PCIe,PCIe x4
Samsung 840 Evo,,750,,SSD,,2.5,SATA 6.0 Gb/s
Asus ROG RAIDR,,240,,SSD,,PCIe,PCIe x4
Intel 530,95,180,0.528,SSD,,2.5,SATA 6.0 Gb/s
Intel 750,499,400,1.248,SSD,,PCIe,PCIe x4
ADATA Premier SP550,,240,,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS240GSSD220S,38.11,240,0.159,SSD,,2.5,SATA 6.0 Gb/s
Inland Professional,,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP510,,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan,,500,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan G,,512,,SSD,,2.5,SATA 6.0 Gb/s
KingSpec NE-2280,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec P3,,128,,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700 GOLD,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 2300,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44S,139.99,2000,0.07,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Fantom Drives VenomX,135.29,2000,0.068,SSD,,M.2-2230,M.2 PCIe 4.0 X4
KIOXIA BG4,21.9,256,0.086,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Toshiba N300 Pro,344.99,18000,0.019,7200,512,3.5,SATA 6.0 Gb/s
Toshiba N300 Pro,264.99,12000,0.022,7200,512,3.5,SATA 6.0 Gb/s
Mushkin Vortex-LX,44.99,512,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,69.98,3000,0.023,5400,256,3.5,SATA 6.0 Gb/s
Inland Gaming Performance Plus,139.99,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WDBMYH0010BNC-NRSN,32,1000,0.032,5400,8,2.5,SATA 3.0 Gb/s
Sabrent Rocket nano 2242,99.99,1000,0.1,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Crucial MX300,,2050,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar,45,240,0.188,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket Q4,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,201.62,150,1.344,10000,16,3.5,SATA 3.0 Gb/s
Intel 520,,240,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Gold,134.37,4000,0.034,7200,128,3.5,SATA 6.0 Gb/s
Silicon Power Ace A56,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Lenovo 4XB0W79580,172.83,256,0.675,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q1,,960,,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,396.92,2000,0.198,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,290.37,1920,0.151,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Vortex Redline,335.6,4000,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston SSDNow V100,,256,,SSD,,2.5,SATA 3.0 Gb/s
Crucial M4,,256,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK6465GSX,59,640,0.092,5400,8,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K500,150,500,0.3,5400,8,2.5,SATA 3.0 Gb/s
SanDisk Ultra Plus,,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation.2,,1000,,7200,64,2.5,SAS 6.0 Gb/s
Intel 730,,240,,SSD,,2.5,SATA 6.0 Gb/s
Intel 730,546.99,480,1.14,SSD,,2.5,SATA 6.0 Gb/s
OCZ TRION 150,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba P300,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Intel Optane 905P,,960,,SSD,,PCIe,PCIe x4
Corsair MP510,,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0 HTSK,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,,14000,,7200,256,3.5,SATA 6.0 Gb/s
Transcend 220S,189.99,2000,0.095,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Enmotus FuzeDrive,,900,,SSD,24576,M.2-2280,M.2 PCIe 3.0 X4
Integral M,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,,4000,,5900,64,3.5,SATA 6.0 Gb/s
Verbatim Vi3000,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SN520,,256,,SSD,,M.2-2242,M.2 PCIe 3.0 X2
Nextorage G-Series,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Opal,,256,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Ultimate SU650,31.25,240,0.13,SSD,,M.2-2280,M.2 SATA
Gigabyte 4000E,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
‎FFF Smart Life Connected ‎G-Storategy NV470,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 7K1000,70,1000,0.07,7200,,3.5,SATA 6.0 Gb/s
KIOXIA BG4,44.91,512,0.088,SSD,,M.2-2230,M.2 PCIe 3.0 X4
Fantom Drives VENOM7,69.95,1000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0 HTSK,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,249.99,10000,0.025,7200,,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,204.85,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s
Toshiba X300,399.99,12000,0.033,7200,256,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,217,10000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Inland Platinum,35.99,512,0.07,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar 5K3000,123.73,3000,0.041,5400,32,3.5,SATA 6.0 Gb/s
Intel 520,63.76,60,1.063,SSD,,2.5,SATA 6.0 Gb/s
Lenovo 4XB0W79582,449,1000,0.449,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2130,215.11,2000,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf 525,335.04,1000,0.335,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NS100,,256,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,149.94,300,0.5,10000,16,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,26,160,0.163,5400,16,3.5,SATA 3.0 Gb/s
Intel DC S3700,336,800,0.42,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,239.75,4000,0.06,7200,64,3.5,SATA 6.0 Gb/s
Seagate ST1000NX0313,64,1000,0.064,7200,128,2.5,SATA 6.0 Gb/s
Toshiba PH3500U-1I72,169,5000,0.034,7200,128,3.5,SATA 6.0 Gb/s
Intel Optane 905P,,380,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
KIOXIA EXCERIA,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M460,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,333.45,10000,0.033,7200,512,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,121.01,1000,0.121,7200,32,3.5,SATA 3.0 Gb/s
Hitachi 7K2000,,2000,,7200,32,3.5,SATA 3.0 Gb/s
Intel X25-M,179.95,160,1.125,SSD,,2.5,SATA 3.0 Gb/s
OCZ Vertex 3,39.97,120,0.333,SSD,,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M,34.95,160,0.218,5400,8,2.5,SATA 1.5 Gb/s
Western Digital Caviar Green,,1000,,5400,64,3.5,SATA 6.0 Gb/s
Seagate Constellation ES,50.5,1000,0.05,7200,64,3.5,SATA 6.0 Gb/s
Seagate SV35.5,,3000,,7200,64,3.5,SATA 6.0 Gb/s
ADATA Premier Pro SP900,100.28,64,1.567,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,240,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.10,,80,,7200,2,3.5,SATA 3.0 Gb/s
Kingston SSDNow V300,100.15,120,0.835,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X110,,128,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,120,120,1,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM951,,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Intel SSDSCKJW240H601,39.99,240,0.167,SSD,,M.2-2280,M.2 SATA
Corsair Force LE,,240,,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX300,,275,,SSD,,M.2-2280,M.2 SATA
Crucial MX300,,1050,,SSD,,M.2-2280,M.2 SATA
Seagate IronWolf Pro,,8000,,7200,256,3.5,SATA 6.0 Gb/s
Micron M600,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,,10000,,7200,256,3.5,SATA 6.0 Gb/s
HP EX950,100.99,1000,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Pilot-E,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer SA100,,960,,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA EXCERIA,,240,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,,18000,,7200,512,3.5,SATA 6.0 Gb/s
KingSpec P3,,256,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Viper VPN110,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300,,12000,,7200,,3.5,SATA 6.0 Gb/s
Verbatim Vi560,60.41,256,0.236,SSD,,M.2-2280,M.2 SATA
Timetec 35TTM8SSATA,,256,,SSD,,M.2-2280,M.2 SATA
Gigabyte GP-GSM2NE3128GNTD,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,,8000,,7200,256,3.5,SATA 6.0 Gb/s
Toshiba XG6,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS1031,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV2000,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen5 14000,,1000,,SSD,2048,M.2-2280,M.2 PCIe 5.0 X4
Corsair MP600 CORE MINI,79.98,1000,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Transcend SSD230S,389.99,4000,0.097,SSD,,2.5,SATA 6.0 Gb/s
Lexar NQ100,94.49,1920,0.049,SSD,,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,59.99,512,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Fantom Drives VENOM8 PS5,149.94,2000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,72.69,2000,0.036,5400,,3.5,SATA 6.0 Gb/s
Seagate FireCuda 510,92.84,250,0.371,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Tempest,39.99,512,0.078,SSD,,M.2-2280,M.2 PCIe 3.0 X4
OCZ Agility 3,149.99,60,2.5,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,138.99,6000,0.023,5400,64,3.5,SATA 6.0 Gb/s
Seagate ST4000LM016,159.19,4000,0.04,5400,128,2.5,SATA 6.0 Gb/s
Western Digital Gold,82.37,1000,0.082,7200,128,3.5,SATA 6.0 Gb/s
Intel D3-S4510,475,3840,0.124,SSD,,2.5,SATA 6.0 Gb/s
Addlink S90 Lite,69.44,1000,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston SSDNow V300,285.62,480,0.595,SSD,,2.5,SATA 6.0 Gb/s
Seagate Game Drive,173.44,1000,0.173,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Ultrastar 7K4000,498,2000,0.249,7200,64,3.5,SATA 6.0 Gb/s
Western Digital WDBSLA0020HNC-NRSN,85.25,2000,0.043,7200,64,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,318.99,16000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Lexar NM1090 w/ Heatsink,,1000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Caviar Blue,,500,,7200,32,3.5,SATA 6.0 Gb/s
Hitachi 7K1000.C,251.71,250,1.007,7200,8,3.5,SATA 3.0 Gb/s
OCZ Colossus,,1000,,SSD,128,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,,1000,,7200,32,3.5,SATA 3.0 Gb/s
G.Skill Phoenix Pro,,120,,SSD,,2.5,SATA 3.0 Gb/s
Samsung 470,,256,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Momentus 5400.6,55.5,250,0.222,5400,8,2.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,,750,,7200,64,3.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,60,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP600,,128,,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,,500,,7200,32,3.5,SATA 3.0 Gb/s
Toshiba Solid State Drive,,128,,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX100,,128,,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix SH910A,,128,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Travelstar 7K1000,,1000,,7200,32,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar A7K2000,,1000,,7200,32,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M8,,500,,5400,8,2.5,SATA 3.0 Gb/s
Mushkin Reactor,160.17,1000,0.16,SSD,,2.5,SATA 6.0 Gb/s
Samsung XP941,,512,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
Seagate NAS HDD,,4000,,5900,64,3.5,SATA 6.0 Gb/s
Toshiba P300,94,2000,0.047,7200,64,3.5,SATA 6.0 Gb/s
Hitachi HTS547550A9E384,,500,,5400,8,2.5,SATA 3.0 Gb/s
SanDisk X400,229.99,512,0.449,SSD,,M.2-2280,M.2 SATA
Corsair Neutron XTi,,1920,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,,8000,,7200,128,3.5,SATA 6.0 Gb/s
Corsair Force MP500,,120,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,,4000,,5400,64,3.5,SATA 6.0 Gb/s
Hitachi HDS723020BLA642,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba OCZ TR200,110,480,0.229,SSD,,2.5,SATA 6.0 Gb/s
Toshiba XG5,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
XPG GAMMIX S10,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S5,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,,2000,,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda,355.9,1000,0.356,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,99.95,250,0.4,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS8GPSD520,,8,,SSD,,2.5,PATA 44-Pin 100
ADATA Falcon,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC2500,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q1,,240,,SSD,,2.5,SATA 6.0 Gb/s
Neo Forza eSports,,1000,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A58,,512,,SSD,,2.5,SATA 6.0 Gb/s
Addlink S20,,256,,SSD,,2.5,SATA 6.0 Gb/s
Samsung PM893,124.9,480,0.26,SSD,,2.5,SATA 6.0 Gb/s
KIOXIA BG5,,256,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
G.Skill Ripjaws S3,,240,,SSD,,M.2-2280,M.2 SATA
GOODRAM IRDM PRO SLIM,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S50 Core,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,64.98,512,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Toshiba P300,,2000,,5400,256,3.5,SATA 6.0 Gb/s
Toshiba P300,76.51,2000,0.038,5400,256,3.5,SATA 6.0 Gb/s
ADATA LEGEND 800 GOLD,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S70,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,200.71,6000,0.033,7200,,3.5,SATA 6.0 Gb/s
Toshiba S300,257.27,6000,0.043,5400,256,3.5,SATA 6.0 Gb/s
Mushkin Tempest,35.99,256,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WDBMMA0020HNC-NRSN,57.99,2000,0.029,5400,64,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,289.99,16000,0.018,7200,512,3.5,SATA 6.0 Gb/s
Lexar NQ710,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Lightsaber Collection FireCuda,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec VP101,299.99,2000,0.15,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital SanDisk Extreme,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F1 DT,69.29,640,0.108,7200,16,3.5,SATA 3.0 Gb/s
Intel 520,280.4,120,2.337,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,199,240,0.829,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX200,397.77,500,0.796,SSD,,M.2-2260,M.2 SATA
HP 691862-B21,,100,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,264.45,6000,0.044,7200,128,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,98.88,1000,0.099,5900,64,3.5,SATA 6.0 Gb/s
Western Digital Purple,99.98,3000,0.033,5400,64,3.5,SATA 6.0 Gb/s
Intel 665p,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 220S,56.99,512,0.111,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,,256,,SSD,,2.5,SATA 6.0 Gb/s
Titanium Micro PD560,37.99,500,0.076,SSD,,2.5,SATA 6.0 Gb/s
GOODRAM PX700,428.28,4096,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Scorpio Blue,,500,,5400,8,2.5,SATA 3.0 Gb/s
OCZ Vertex 2,,50,,SSD,,2.5,SATA 3.0 Gb/s
Seagate Barracuda 7200.12,,500,,7200,16,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3R,,1000,,7200,32,3.5,SATA 3.0 Gb/s
G.Skill Phoenix Pro,,240,,SSD,,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+100,,512,,SSD,,2.5,SATA 3.0 Gb/s
Transcend Transcend SLC,,16,,SSD,,2.5,SATA 1.5 Gb/s
Crucial M4,,128,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital SiliconEdge Blue,,256,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Deskstar 7K1000.D,,500,,7200,32,3.5,SATA 6.0 Gb/s
OCZ Vertex 4,,128,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MK7559GSXP,62.5,750,0.083,5400,8,2.5,SATA 3.0 Gb/s
Crucial V4,,128,,SSD,,2.5,SATA 3.0 Gb/s
Toshiba HDKPC08,,3000,,7200,64,3.5,SATA 3.0 Gb/s
Crucial M500,,120,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.3,,4000,,7200,128,3.5,SATA 6.0 Gb/s
Kingston SSDNow E100,,400,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,4000,,5400,64,3.5,SATA 6.0 Gb/s
Plextor M6e Black Edition,,256,,SSD,256,PCIe,PCIe x4
SanDisk SSD PLUS,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,,120,,SSD,,M.2-2280,M.2 SATA
Kingston Predator,,480,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
SanDisk Z400s,220.77,256,0.862,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X400,,256,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba VX500,,1000,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RD400A,,512,,SSD,,PCIe,PCIe x4
Seagate IronWolf,203.99,6000,0.034,7200,128,3.5,SATA 6.0 Gb/s
Toshiba XG3,149.99,512,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX6000,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Hitachi 0F29530,,12000,,7200,256,3.5,SAS 12.0 Gb/s
PNY CS900,,960,,SSD,,2.5,SATA 6.0 Gb/s
Kingston UV500B,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung MZ1LV960HCJH,,960,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Delta RGB,,1000,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX1,,960,,SSD,,2.5,SATA 6.0 Gb/s
HP EX900,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SK Hynix Gold S31 250,,250,,SSD,,2.5,SATA 6.0 Gb/s
Kingston Q500,30.73,240,0.128,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC600B,,512,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,,4000,,SSD,,PCIe,PCIe x8
Kingston Q500,319,1920,0.166,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 750,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP44L,,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JP600,,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend SSD230S,119.99,1000,0.12,SSD,,2.5,SATA 6.0 Gb/s
PNY CS3150 RGB,,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
AGI AI198,44,512,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot VP4000 Mini,64.99,1000,0.065,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Hitachi Ultrastar 7K6000,72.98,4000,0.018,7200,128,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S55,49.99,512,0.098,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,174.98,8000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Crucial M4,207.77,32,6.493,SSD,,mSATA,mSATA
Toshiba MQ04ABD200,74.99,2000,0.037,5400,128,2.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance +Rescue,189.99,8000,0.024,5400,256,3.5,SATA 6.0 Gb/s
Fantom Drives VENOM7,124.95,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Addlink A93 PS5,84.44,1000,0.084,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300,305.37,8000,0.038,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,90.45,320,0.283,7200,8,3.5,PATA 100
Western Digital Purple,95,4000,0.024,5400,64,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,646.54,6000,0.108,7200,128,3.5,SATA 6.0 Gb/s
Intel DC P4500,,2000,,SSD,,2.5,SATA 6.0 Gb/s
FanXiang S900,179.99,1000,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
KingSpec NXM,,1000,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Western Digital Caviar Green,169,3000,0.056,5400,64,3.5,SATA 3.0 Gb/s
Transcend MTS800,53.39,64,0.834,SSD,,M.2-2280,M.2 SATA
Seagate SkyHawk,255,10000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,300.01,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
Pioneer APS-SE20G-1T,122.66,1000,0.123,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink A95,154.44,2000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 125,169.99,1000,0.17,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Vortex-LX,142.99,2000,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel X25-M,155,80,1.938,SSD,,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,,500,,7200,64,2.5,SATA 6.0 Gb/s
Seagate Momentus 7200.4,47,500,0.094,7200,16,2.5,SATA 3.0 Gb/s
Intel 330,157.88,180,0.877,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,60,750,0.08,7200,16,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,6000,,5400,128,3.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,,480,,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,140,6000,0.023,5900,256,3.5,SATA 6.0 Gb/s
Sony Optiarc,59.95,480,0.125,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea Zero Z330,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,199,4000,0.05,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Blue SN550,249.99,2000,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M390,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,550.29,3840,0.143,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,,18000,,7200,256,3.5,SATA 6.0 Gb/s
